시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
북구장애인종합복지관,부산광역시,북구,33200,부산광역시 북구 금곡대로616번길 145,부산광역시 북구 금곡동 54-3,35.26711896,129.0175545,1층 입구 옆 오른쪽,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,부산광역시 북구,051-309-4324,2020-10-14,3320000,부산광역시 북구
덕천종합사회복지관,부산광역시,북구,33200,부산광역시 북구 덕천로 74,부산광역시 북구 덕천동 808,35.2090145,129.0171502,1층 입구 옆 왼쪽 코너,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,부산광역시 북구,051-309-4324,2020-10-14,3320000,부산광역시 북구
부산광역시 중구청,부산광역시,중구,26110,부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,35.10619853,129.0323505,부산광역시 중구청,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,중구청,051-600-4332,2020-10-14,3250000,부산광역시 중구
중앙역,부산광역시,중구,26110,부산광역시 중구 중앙대로 지하 83,부산광역시 중구 중앙동4가 26-3,35.10375579,129.036356,중앙역,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,교통공사 영업처,051-678-6112,2020-10-14,3250000,부산광역시 중구
울산북구노인복지관,울산광역시,북구,31200,울산광역시 북구 새장터2길 11,울산광역시 북구 염포동 139-1,35.53586622,129.3899055,정문입구,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,울산북구노인복지관,052-296-3901,2020-09-22,6310000,울산광역시
울주군장애인복지관,울산광역시,울주군,31710,울산광역시 울주군 삼남면 중평1길 15,울산광역시 울주군 삼남면 교동리 1499-166,35.56125254,129.1252614,4층 승강기 앞 로비,9:00,18:00,9:00,13:00,0:00,0:00,2,N,Y,울주군장애인복지관,052-229-9461,2020-09-22,6310000,울산광역시
범서읍행정복지센터,울산광역시,울주군,31710,울산광역시 울주군 범서읍 송현길 72,울산광역시 울주군 범서읍 천상리 442-2,35.56865571,129.2305682,1층 출입문 안 오른쪽,8:00,20:00,8:00,20:00,8:00,20:00,2,N,Y,범서읍행정복지센터,052-204-4225,2020-09-22,6310000,울산광역시
온산문화체육센터,울산광역시,울주군,31710,울산광역시 울주군 온산읍 명봉거남로 46,울산광역시 울주군 온산읍 덕신리 51-1,35.43850368,129.3153148,2층 승강기 앞 로비,6:00,22:00,9:00,18:00,9:00,18:00,2,N,Y,온산문화체육센터,052-229-9667,2020-09-22,6310000,울산광역시
울산KTX,울산광역시,울주군,31710,울산광역시 울주군 삼남면 울산역로 177,울산광역시 울주군 삼남면 신화리 88,35.55149918,129.1386324,1층 매표소 옆,4:30,0:00,4:30,0:00,4:30,0:00,2,N,Y,울산KTX,052-930-8002,2020-09-22,6310000,울산광역시
온양읍행정복지센터,울산광역시,울주군,31710,울산광역시 울주군 온양읍 남창1길 20,울산광역시 울주군 온양읍 남창리 270,35.41937348,129.2804005,1층 로비 왼쪽,8:00,20:00,8:00,20:00,8:00,20:00,2,N,Y,온양읍행정복지센터,052-204-4524,2020-09-22,6310000,울산광역시
동두천시노인복지관,경기도,동두천시,41250,경기도 동두천시 동두천로 264,경기도 동두천시 생연동 643-3,37.90516839,127.0562121,동두천시노인복지관 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시불현동행정복지센터,경기도,동두천시,41250,경기도 동두천시 행선로 123,경기도 동두천시 생연동 348,37.89851268,127.0624376,불현동행정복지센터 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시광암동다목적회관,경기도,동두천시,41250,경기도 동두천시 광암로61번길 21,경기도 동두천시 광암동 183-2,37.89373486,127.0891779,광암동다목적회관 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
강정보건지소,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 강정통물로 125-11,제주특별자치도 서귀포시 강정동 4362-10,33.23760016,126.4772283,1층 현관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
서귀포시청 제1청사 별관,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 105,제주특별자치도 서귀포시 서홍동 440-1,33.25420363,126.5602182,정문 우측 별관 1층 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
중구청,인천광역시,중구,28110,인천광역시 중구 신포로27번길 80,인천광역시 중구 관동1가 9-1,37.47408104,126.6213401,중구청별관 입구 좌측 주차장 안쪽,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,인천광역시 중구,032-760-7664,2020-10-15,3490000,인천광역시 중구
영종종합청사,인천광역시,중구,28110,인천광역시 중구 운남서로 100,인천광역시 중구 운남동 1511,37.49416117,126.5314849,영종동 행정복지센터 입구 전방 좌측,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,인천광역시 중구,032-760-7664,2020-10-15,3490000,인천광역시 중구
운서동행정복지센터,인천광역시,중구,28110,인천광역시 중구 흰바위로27번길 10,인천광역시 중구 운서동 2792-3,37.49332988,126.4883439,운서동 행정복지센터 뒤편 주차장 센터 안,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,인천광역시 중구,032-760-7664,2020-10-15,3490000,인천광역시 중구
중구장애인종합복지관,인천광역시,중구,28110,인천광역시 중구 매소홀로 10,인천광역시 중구 신흥동 3가30-17,37.45278277,126.6282058,중구장애인종합복지관 입구 왼편,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,인천광역시 중구,032-760-7664,2020-10-15,3490000,인천광역시 중구
성미가엘종합사회복지관,인천광역시,중구,28110,인천광역시 중구 송학로 40,인천광역시 중구 내동 3-5,37.47444945,126.6272621,성미기엘종합사회복지관 입구 왼편,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,인천광역시 중구,032-760-7664,2020-10-15,3490000,인천광역시 중구
구립용산장애인복지관,서울특별시,용산구,11170,서울특별시 용산구 효창원로93길 49,,37.54730608,126.9615705,구립용산장애인복지관,9:00,20:00,9:00,16:00,0:00,0:00,1,Y,N,구립용산장애인복지관,02-707-1970,2020-10-15,3020000,서울특별시 용산구
용산구청,서울특별시,용산구,11170,서울특별시 용산구 녹사평대로 150,,37.53245265,126.9904783,용산구청 2층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,서울특별시 용산구청,02-2199-7100,2020-10-15,3020000,서울특별시 용산구
용산구 장애인 커뮤니티센터,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 245,,37.52049821,126.9911132,센터 1층,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,서울특별시 용산구청,02-2199-7100,2020-10-15,3020000,서울특별시 용산구
국립중앙박물관,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 137,,37.52470233,126.9777412,1층 상설전시관 물품보관소 옆,10:00,18:00,10:00,18:00,10:00,18:00,2,N,Y,국립중앙박물관,02-2077-9000,2020-10-15,3020000,서울특별시 용산구
한강로동 주민센터,서울특별시,용산구,11170,서울특별시 용산구 한강대로38길 28,,37.52814224,126.9692281,한강로동 주민센터 1층,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,한강로동주민센터,02-2199-8560,2020-10-15,3020000,서울특별시 용산구
서울역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 405,,37.55483769,126.9717341,2층 맞이방,6:00,23:30,6:00,23:30,6:00,23:30,2,N,Y,서울역,1544-7788,2020-10-15,3020000,서울특별시 용산구
서울특별시 용산역,서울특별시,용산구,11170,서울특별시 용산구 한강대로 23길 55,,37.5297736,126.9647427,3층 1호선 출구,6:00,23:30,6:00,23:30,6:00,23:30,2,N,Y,용산역,1544-7788,2020-10-15,3020000,서울특별시 용산구
부산역(지하철),부산광역시,동구,32700,부산광역시 동구 중앙대로 지하 200,부산광역시 동구 초량동 1206-1,35.11443778,129.0392803,3번 출구,5:30,24:00:00,5:30,24:00:00,5:30,24:00:00,2,N,Y,부산역(지하철),051-678-6113,2020-07-15,3270000,부산광역시 동구
동구청,부산광역시,동구,32700,부산광역시 동구 구청로 1,부산광역시 동구 수정동 806-74,35.12929577,129.0452977,2층 당직실 옆,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,동구청,051-440-4332,2020-07-15,3270000,부산광역시 동구
초량2동주민센터,부산광역시,동구,32700,부산광역시 동구 중앙대로209번길 30,부산광역시 동구 초량동 444-1,35.11653458,129.0384902,출입구 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,초량2동주민센터,051-440-6127,2020-07-15,3270000,부산광역시 동구
부산역(기차),부산광역시,동구,32700,부산광역시 동구 중앙대로 206,부산광역시 동구 초량동 1187-1,35.11760617,129.0450624,1층 5번 출입구,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,부산역(기차),051-440-2157,2020-07-15,3270000,부산광역시 동구
부산역(기차),부산광역시,동구,32700,부산광역시 동구 중앙대로 206,부산광역시 동구 초량동 1187-1,35.11760617,129.0450624,2층 철도경찰 맞은편 에스컬레이터옆,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,부산역(기차),051-440-2157,2020-07-15,3270000,부산광역시 동구
부산장애인종합회관,부산광역시,동구,32700,부산광역시 동구 중앙대로196번길 12-3,부산광역시 동구 초량동 1203-2,35.11392706,129.0407108,1층 출입구 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,부산장애인종합회관,051-863-0650,2020-07-15,3270000,부산광역시 동구
부산시민회관,부산광역시,동구,32700,부산광역시 동구 자성로133번길 16,부산광역시 동구 범일동 830-31,35.13884533,129.0652221,소극장 로비 앞,9:00,18:00,9:00,18:00,9:00,18:00,2,N,Y,부산시민회관,051-630-5217,2020-07-15,3270000,부산광역시 동구
전동보장구급속충전기,경상북도,문경시,47280,경상북도 문경시 문경읍 청운로 55,경상북도 문경시 문경읍 상리 447-1,36.73744721,128.1074943,문경읍행정복지센터,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,문경시청,054-550-8512,2020-07-01,5120000,경상북도 문경시
전동보장구급속충전기,경상북도,문경시,47280,경상북도 문경시 마성면 은성로 1661,경상북도 문경시 마성면 모곡리 146-4,36.69274189,128.1168692,마성면행정복지센터,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,문경시청,054-550-8743,2020-07-01,5120000,경상북도 문경시
광교2동주민센터,경기도,수원시,41110,경기도 수원시 영통구 법조로149번길 155,경기도 수원시 영통구 하동 976,37.292205,127.0701028,1층 화장실 앞,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,Y,N,광교2동주민센터,031-228-8467,2020-08-05,3740000,경기도 수원시
매탄1동주민센터,경기도,수원시,41110,경기도 수원시 영통구 인계로189번길 119 (매탄동),경기도 수원시 영통구 매탄동 176-4,37.27050122,127.040526,1층 정문 입구(실외),0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,N,매탄1동주민센터,031-228-8603,2020-08-05,3740000,경기도 수원시
광교중앙역환승센터,경기도,수원시,41110,경기도 수원시 영통구 도청로 지하45(지하1층),,37.28825808,127.0518977,상행 대합실 중앙,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,수원시청,031-228-2207,2020-08-05,3740000,경기도 수원시
광교중앙역환승센터,경기도,수원시,41110,경기도 수원시 영통구 도청로 지하45(지하1층),,37.28825808,127.0518977,하행 대합실 중앙,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,수원시청,031-228-2207,2020-08-05,3740000,경기도 수원시
영통종합사회복지관,경기도,수원시,41110,경기도 수원시 영통구 반달로 45,경기도 수원시 영통구 영통동 1012-5,37.250685,127.0773862,지하1층 수영장 입구(우측),0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,Y,영통종합사회복지관,031-201-8300,2020-08-05,3740000,경기도 수원시
수원시장애인종합복지관,경기도,수원시,41110,경기도 수원시 영통구 창룡대로 255(이의동),경기도 수원시 영통구 이의동 1088-13,37.29554796,127.036022,1층 출입구 방풍실 안쪽,6:00,21:30,10:00,16:00,0:00,0:00,2,N,Y,수원시장애인종합복지관,031-207-1501,2020-08-05,3740000,경기도 수원시
동두천시보건소,경기도,동두천시,41250,경기도 동두천시 중앙로 167,경기도 동두천시 생연동 714-9,37.89661147,127.051717,동두천시보건소 1층 민원실,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시청,경기도,동두천시,41250,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 438,37.90360638,127.0603007,동두천시청 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시시민회관,경기도,동두천시,41250,경기도 동두천시 어수로 4,경기도 동두천시 상패동 122,37.90526403,127.0430631,동두천시민회관 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시장애인종합복지관,경기도,동두천시,41250,경기도 동두천시 상패로 64,경기도 동두천시 상패동 54,37.90742177,127.0477713,동두천시장애인종합복지관 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시자립생활센터,경기도,동두천시,41250,경기도 동두천시 어수로 5,경기도 동두천시 상패동 82,37.90604553,127.0444508,동두천자립생활센터 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
지행역,경기도,동두천시,41250,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 424-1,37.89187791,127.0556654,지행역 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
동두천시소요산관리지원센터,경기도,동두천시,41250,경기도 동두천시 평화로2910번길 145,경기도 동두천시 상봉암동 산 1-1,37.94652177,127.0693409,소요산관리지원센터 주차장,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,Y,N,동두천시청 사회복지과,031-860-2216,2020-08-24,3920000,경기도 동두천시
인계동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 인계로29번길 6(인계동),경기도 수원시 팔달구 인계동 909-69,37.270376,127.021337,1층 로비,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,인계동주민센터,031-228-7926,2020-08-05,3740000,경기도 수원시
우만2동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 중부대로207번길 33(우만동),경기도 수원시 팔달구 우만동 108-3,37.278006,127.039776,1층 로비,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,우만2동주민센터,031-228-7109,2020-08-05,3740000,경기도 수원시
지동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 팔달문로115번길 5(지동),경기도 수원시 팔달구 지동 479,37.282041,127.028471,1층 무인민원발급기 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,지동주민센터,031-228-7886,2020-08-05,3740000,경기도 수원시
화서1동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 동말로4번길 10(화서동),경기도 수원시 팔달구 화서동 184-357,37.276419,126.995031,1층 복도,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,화서1동주민센터,031-228-7865,2020-08-05,3740000,경기도 수원시
화서2동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 화산로6번길 6(화서동),경기도 수원시 팔달구 화서동 689-1,37.285059,126.986283,정문 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,화서2동주민센터,031-228-7628,2020-08-05,3740000,경기도 수원시
행궁동주민센터,경기도,수원시,41110,경기도 수원시 팔달구 신풍로23번길 40(신풍동),경기도 수원시 팔달구 신풍동 100,37.284046,127.012646,옥외 주차장(실외),9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,행궁동주민센터,031-228-7822,2020-08-05,3740000,경기도 수원시
수원역,경기도,수원시,41110,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로1가 18,37.265676,127.0000947,수원역 2층 맞이방,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,N,N,수원시청,031-228-2207,2020-08-05,3740000,경기도 수원시
